SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K01,"How markets influence decisions about the allocation of resources to the production of goods and services, and the effect of prices on these decisions",,"Identifying who is involved in the market system in Australia and explaining how the market operates through the interactions of participants (household, business, finance and government sectors)",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K01,"How markets influence decisions about the allocation of resources to the production of goods and services, and the effect of prices on these decisions",,"Explaining how interaction between buyers and sellers enables the allocation of resources to the production of goods and services; that is, “What to produce?”, “How to produce?” and “For whom to produce?”",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K01,"How markets influence decisions about the allocation of resources to the production of goods and services, and the effect of prices on these decisions",,"Discussing examples of products or services that sell for high prices and low prices, and identifying the factors that influence the setting of price; for example, factors influencing the cost of petrol include available supply, consumer demand, manufacturing costs and competition",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K01,"How markets influence decisions about the allocation of resources to the production of goods and services, and the effect of prices on these decisions",,"Explaining how price is the means by which the decisions of consumers and businesses interact to determine the allocation of resources; for example, when the price of a good or service rises, resources are redirected to produce additional goods and services",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K02,Different ways that businesses adapt to opportunities in the market and respond to the changing nature of work,,"Discussing how businesses identify needs, niches and gaps in established markets to guide the development of specific services or products to address these opportunities; for example, electric cars and solar power",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K02,Different ways that businesses adapt to opportunities in the market and respond to the changing nature of work,,"Identifying where businesses have used technologies to streamline or gain efficiencies in existing business models; for example, ride share, food delivery applications and online retail",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K02,Different ways that businesses adapt to opportunities in the market and respond to the changing nature of work,,"Explaining current influences on the ways people work; for example, technological change, outsourced labour in the global economy, rapid communication changes, casualisation of the workforce",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K02,Different ways that businesses adapt to opportunities in the market and respond to the changing nature of work,,"Identifying and explaining changes to the workforce over time; for example, the jobs available, the way individuals or businesses value particular work, career length and human resource development, changing demography, corporate social responsibility, sustainability practices, changes to workplace laws",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K03,How First Nations Australian businesses and entrepreneurs develop opportunities in the market,,"Investigating how First Nations Australian businesses and entrepreneurs establish partnerships or cooperatives to provide goods and services, such as farming, fashion, design or tourism",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K03,How First Nations Australian businesses and entrepreneurs develop opportunities in the market,,"Investigating how First Nations Australian communities participate in contemporary markets; for example, producing, buying and selling goods and services; approaches to marketing, employment and social contribution; and strategies to overcome difficulties in accessing markets",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K03,How First Nations Australian businesses and entrepreneurs develop opportunities in the market,,"Investigating how First Nations Australian business and entrepreneurs use connection to, and responsibility for, Country/Place to make innovations in the production and distribution of goods and services; for example, medicines and food derived from the environment or cultural tourism",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K04,The importance of Australia’s system of taxation and how this system affects decision-making by individuals and businesses,,"Discussing why the government collects taxation revenue and provides services to individuals and communities; for example, the provision of health, education, paid parental leave, childcare, aged care and infrastructure",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K04,The importance of Australia’s system of taxation and how this system affects decision-making by individuals and businesses,,"Explaining how, when and why young Australians pay tax, and the type of government services provided to them",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K04,The importance of Australia’s system of taxation and how this system affects decision-making by individuals and businesses,,"Identifying the rights and obligations of individuals in relation to taxation by asking questions such as “When should I apply for a tax file number?”, “How is income tax calculated?”, “What should I do when an employer is not deducting the right amount of tax?” and “How do I lodge a tax return?”",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K04,The importance of Australia’s system of taxation and how this system affects decision-making by individuals and businesses,,"Identifying examples of taxes paid by individuals and businesses, and explaining how they may influence decision-making about spending; for example, the effect of income tax, import duties or excise duties on the price of goods and services",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K04,The importance of Australia’s system of taxation and how this system affects decision-making by individuals and businesses,,"Explaining how the collection of taxes and the provision of services supports individual human and financial wellbeing, communities and Australian society",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K05,Processes that individuals and/or businesses use to plan and budget to achieve short- and long-term financial objectives,,"Identifying ways short- and long-term personal financial objectives can be achieved; for example, through developing a budget and having a savings plan",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K05,Processes that individuals and/or businesses use to plan and budget to achieve short- and long-term financial objectives,,"Explaining how financial records, such as income statements, balance sheets, budgets and cash flow statements, inform business decision-making",
HASS,Economics and Business,Year 8,Knowledge and understanding,,AC9HE8K05,Processes that individuals and/or businesses use to plan and budget to achieve short- and long-term financial objectives,,"Identifying and explaining business processes that are used to manage finances and plan in the short- and long-term; for example, devising a business plan, borrowing from a financial institution, building savings by earning interest",
HASS,Economics and Business,Year 8,Skills,Questioning and researching,AC9HE8S01,Develop questions to investigate a contemporary economic and business issue,,"Developing a range of questions to form the basis of an investigation; for example, “Why does an individual or group establish a business?” and “How are consumers’ rights protected?”",
