SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
English,English,Year 2,Language,Language for interacting with others,AC9E2LA01,"Investigate how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,Exploring culturally specific greetings and expressions of politeness,EAL/D students may benefit from: •support to interpret and use gesture and body language
English,English,Year 2,Language,Language for interacting with others,AC9E2LA01,"Investigate how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,Exploring culturally specific greetings and expressions of politeness,•demonstrations of use of interactions in a range of contexts
English,English,Year 2,Language,Language for interacting with others,AC9E2LA01,"Investigate how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,"Exploring first nations australian cultural protocols in welcome to country and acknowledgement of country, and the greeting words used by local first nations australians",
English,English,Year 2,Language,Language for interacting with others,AC9E2LA01,"Investigate how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,Exploring how familiarity with a group or individual influences language choices,
English,English,Year 2,Language,Language for interacting with others,AC9E2LA02,"Explore how language can be used for appreciating texts, and providing reasons for preferences",,"Exploring how language is used to appreciate texts using more precise vocabulary; for example, ""i liked how the author described the setting because ...""",EAL/D students may benefit from: •use of visual supports and role play to model expression of preferences
English,English,Year 2,Language,Language for interacting with others,AC9E2LA02,"Explore how language can be used for appreciating texts, and providing reasons for preferences",,"Exploring verbs used to express degree of preference; for example, ""liked"", ""preferred"", ""enjoyed""",
English,English,Year 2,Language,Language for interacting with others,AC9E2LA02,"Explore how language can be used for appreciating texts, and providing reasons for preferences",,Identifying first nations australian language words specific to country/place that help the reader to be specific when appreciating the setting in a text,
English,English,Year 2,Language,Text structure and organisation,AC9E2LA03,Identify how texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying the typical features of a text; for example, a typical introduction to a narrative or the use of dot points in instructions",EAL/D students may benefit from: •explanations and demonstrations of text structures during shared reading of texts
English,English,Year 2,Language,Text structure and organisation,AC9E2LA03,Identify how texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying the typical features of a text; for example, a typical introduction to a narrative or the use of dot points in instructions",•links between the purpose and structure of a text demonstrated across a broad range of texts using role play and authentic experiences
English,English,Year 2,Language,Text structure and organisation,AC9E2LA03,Identify how texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying that different types of texts might have different forms; for example, an expression of opinion might be in the form of a poster, email or brochure",
English,English,Year 2,Language,Text structure and organisation,AC9E2LA03,Identify how texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying the organisation and language features in texts such as narratives, recounts, information reports, simple procedures, expression of opinion and responses to texts (including poetry), and discuss their purposes",
English,English,Year 2,Language,Text structure and organisation,AC9E2LA04,"Understand how texts are made cohesive by using personal and possessive pronouns, and by omitting words that can be inferred",,"Identifying language used to build information across a text; for example, through connecting similar and dissimilar things","EAL/D students may benefit from: •using colour-coding and tracking, when explaining the use of pronouns"
English,English,Year 2,Language,Text structure and organisation,AC9E2LA04,"Understand how texts are made cohesive by using personal and possessive pronouns, and by omitting words that can be inferred",,"Identifying language used to build information across a text; for example, through connecting similar and dissimilar things",•scaffolded speaking activities where students practice pronoun referencing in pairs
English,English,Year 2,Language,Text structure and organisation,AC9E2LA04,"Understand how texts are made cohesive by using personal and possessive pronouns, and by omitting words that can be inferred",,"Mapping examples of word associations in texts; for example, words that refer to the main character in a story: ""isy"", ""she"", ""i"", ""sister"", ""student""",
English,English,Year 2,Language,Text structure and organisation,AC9E2LA04,"Understand how texts are made cohesive by using personal and possessive pronouns, and by omitting words that can be inferred",,"Tracking how a person or thing is identified through a section of a text; for example, ""eggs"", ""they"", ""them""",
English,English,Year 2,Language,Text structure and organisation,AC9E2LA04,"Understand how texts are made cohesive by using personal and possessive pronouns, and by omitting words that can be inferred",,"Identifying words left out that can be inferred from the surrounding text; for example, ""xanthe went to school. she had a lovely day."" (at school is inferred)",
English,English,Year 2,Language,Text structure and organisation,AC9E2LA04,"Understand how texts are made cohesive by using personal and possessive pronouns, and by omitting words that can be inferred",,Using personal and possessive pronouns to link entities previously mentioned in the text,
English,English,Year 2,Language,Text structure and organisation,AC9E2LA05,"Navigate print and screen texts using chapters, tables of contents, indexes, side-bar menus, drop-down menus or links",,"Recognising how numbered chapters, organisation of tables of content and alphabetical order of indexes operate to support access to information",
English,English,Year 2,Language,Text structure and organisation,AC9E2LA05,"Navigate print and screen texts using chapters, tables of contents, indexes, side-bar menus, drop-down menus or links",,Exploring how the navigation tools of different websites can be used to locate information,
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA06,"Understand that connections can be made between ideas by using a compound sentence with 2 or more independent clauses, usually linked by a coordinating conjunction",,"Using coordinating conjunctions; for example, ""and"", ""but"", ""so"" to construct compound sentences; for example, ""the wolf huffed / and he puffed / and he blew the house down!""","EAL/D students may benefit from: •models of sentences using different conjunctions, that students can vary to express their own ideas"
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA06,"Understand that connections can be made between ideas by using a compound sentence with 2 or more independent clauses, usually linked by a coordinating conjunction",,"Using coordinating conjunctions; for example, ""and"", ""but"", ""so"" to construct compound sentences; for example, ""the wolf huffed / and he puffed / and he blew the house down!""","•lists of coordinating conjunctions, matched to their purpose with examples, e.g “Marta likes apples but Adhi likes grapes.”"
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA06,"Understand that connections can be made between ideas by using a compound sentence with 2 or more independent clauses, usually linked by a coordinating conjunction",,"Using coordinating conjunctions; for example, ""and"", ""but"", ""so"" to construct compound sentences; for example, ""the wolf huffed / and he puffed / and he blew the house down!""",•deconstructing and reconstructing sentences using cut up sentences.
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA07,"Understand that in sentences nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Identifying nouns that refer to people, places, concrete objects and ideas in sentences in texts, and identifying the articles and adjectives that extend those nouns","EAL/D students may benefit from: •manipulating words in sentences from texts they are using in class, to support understanding of syntax"
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA07,"Understand that in sentences nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Identifying nouns that refer to people, places, concrete objects and ideas in sentences in texts, and identifying the articles and adjectives that extend those nouns","•recognising that conventions for the use of articles don’t always apply, for example, the use of the article the to refer to both the specific ‘the cat next door’ and the general ‘the whale is the largest mammal’ and its arbitrary use (for example the Earth, but not the Mars)"
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA07,"Understand that in sentences nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Identifying nouns that refer to people, places, concrete objects and ideas in sentences in texts, and identifying the articles and adjectives that extend those nouns","•demonstrations  of how comparative adjectives are formed , using the suffixes ‘er and ‘est’ and used in English for example using ‘more’ for adjectives with three or more syllables (This rule is more important ), and the irregular comparative adjectives such as ‘better,’ not ‘gooder.’"
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA07,"Understand that in sentences nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Building extended noun groups using articles and adjectives; for example, ""the longest side""",
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA07,"Understand that in sentences nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Building extended verb groups using verbs; for example, ""was touched""",
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA07,"Understand that in sentences nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Investigating how noun groups can be built up by asking questions about the noun such as ""how many?"", ""what's it like?"", ""what type?""; for example, ""two pairs of old walking shoes""",
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA08,Understand that images add to or multiply the meanings of a text,,"Identifying images and graphics in a text that add ideas or information not included in the written text; for example, a map or table in a factual text or an illustration in a story which gives clues about the setting",EAL/D students may benefit from: •inclusion of images and graphics that represent a range of cultural contexts
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA08,Understand that images add to or multiply the meanings of a text,,"Identifying images and graphics in a text that add ideas or information not included in the written text; for example, a map or table in a factual text or an illustration in a story which gives clues about the setting",•explanation of the cultural assumptions in illustrations
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA08,Understand that images add to or multiply the meanings of a text,,"Identifying visual representations of characters' actions, reactions, speech and thought processes in narratives, and considering how these images add to or multiply the meaning of accompanying words",
English,English,Year 2,Language,Language for expressing and developing ideas,AC9E2LA09,Experiment with and begin to make conscious choices of vocabulary to suit the topic,,Selecting vocabulary appropriate to the topic to replace everyday language,EAL/D students may benefit from: •multiple opportunities to use new vocabulary in guided and independent contexts using visual support
