SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
English,English,Year 7,Language,Language for interacting with others,AC9E7LA01,Understand how language expresses and creates personal and social identities,,Understanding local idioms and discussing their connection with personal and social identities,EAL/D students may benefit from: •learning about specific idioms and their origins
English,English,Year 7,Language,Language for interacting with others,AC9E7LA01,Understand how language expresses and creates personal and social identities,,Understanding local idioms and discussing their connection with personal and social identities,•support to interpret tone and word choice
English,English,Year 7,Language,Language for interacting with others,AC9E7LA01,Understand how language expresses and creates personal and social identities,,"Developing dialogue that reveals character in comics, cartoons and animations",
English,English,Year 7,Language,Language for interacting with others,AC9E7LA02,"Recognise language used to evaluate texts including visual and multimodal texts, and how evaluations of a text can be substantiated by reference to the text and other sources",,"Building knowledge about words of evaluation, including words to express emotional responses to texts, judgement of characters and their actions, and appreciation of the aesthetic qualities of text","EAL/D students may benefit from: •creating a word cline of evaluative language encountered in texts studied in class, e.g. ‘interesting’, ‘diverting, ‘compelling’ to explicitly demonstrate the strength, intensity and inference that words carry"
English,English,Year 7,Language,Language for interacting with others,AC9E7LA02,"Recognise language used to evaluate texts including visual and multimodal texts, and how evaluations of a text can be substantiated by reference to the text and other sources",,"Analysing how evaluative language can be used to assess the qualities of a narrative or persuasive text; for example, its impact on the reader or the author's skill in the use of language",
English,English,Year 7,Language,Language for interacting with others,AC9E7LA02,"Recognise language used to evaluate texts including visual and multimodal texts, and how evaluations of a text can be substantiated by reference to the text and other sources",,Recognising how evaluative language is used to critically assess the validity of evidence and the reliability of sources,
English,English,Year 7,Language,Text structure and organisation,AC9E7LA03,Identify and describe how texts are structured differently depending on their purpose and how language features vary in texts,,Examining the structures of book or film reviews and how they might move from description of context to summary of the text and then to judgement of the text,EAL/D students may benefit from: •model texts and instruction to demonstrate and explain the different stages and different language features in different types of texts
English,English,Year 7,Language,Text structure and organisation,AC9E7LA03,Identify and describe how texts are structured differently depending on their purpose and how language features vary in texts,,"Recognising the social purpose of a persuasive text and how the purpose is reflected in the text structure and by the language features; for example, analysing the structure and language features of advertising posters",
English,English,Year 7,Language,Text structure and organisation,AC9E7LA03,Identify and describe how texts are structured differently depending on their purpose and how language features vary in texts,,"Describing the structure and language features of literary texts, arguments, discussions, creative and analytical responses to literary texts, films or popular media, and discussing how the structure and language serves the purpose of the text",
English,English,Year 7,Language,Text structure and organisation,AC9E7LA04,"Understand that the cohesion of texts relies on devices that signal structure and guide readers, such as overviews and initial and concluding paragraphs",,"Comparing and analysing the structure of media texts such as digital news sites or print media, identifying strategies used to create cohesion",EAL/D students may benefit from: •model texts and instruction to demonstrate and explain how cohesive devices are used in before collaborating in small groups to deconstruct cohesion in a range of texts
English,English,Year 7,Language,Text structure and organisation,AC9E7LA04,"Understand that the cohesion of texts relies on devices that signal structure and guide readers, such as overviews and initial and concluding paragraphs",,"Identifying how authors foreshadow how a text will unfold; for example, identifying the topic sentence, sentence openers and text connectives",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA05,"Understand how complex and compound-complex sentences can be used to elaborate, extend and explain ideas",,Identifying and experimenting with a range of clause structures and discussing the effect of these in the expression and development of ideas,"EAL/D students may benefit from: •multiple opportunities to practise deconstructing sentences and identifying clause structure, with the complexity of the sentences appropriate to students’ level of English language proficiency"
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA05,"Understand how complex and compound-complex sentences can be used to elaborate, extend and explain ideas",,"Consolidating knowledge of simple, compound and complex sentences, recognising that a simple sentence can express sophisticated ideas and a complex sentence need not express ""complex"" ideas",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA05,"Understand how complex and compound-complex sentences can be used to elaborate, extend and explain ideas",,"Examining the addition of ideas using a complex-compound sentence; for example, ""when dinosaurs roamed the earth, weather patterns shifted significantly and as a result vegetation depleted.""",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA06,Understand how consistency of tense through verbs and verb groups achieves clarity in sentences,,"Identifying and discussing how verb tense is maintained in compound, complex and compound-complex sentences",EAL/D students may benefit from: •modelling of verb forms during learning activities to develop a bank of verbs and their different forms which allow for greater linguistic choice
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA06,Understand how consistency of tense through verbs and verb groups achieves clarity in sentences,,"Identifying and discussing how verb tense is maintained in compound, complex and compound-complex sentences",•multiple opportunities to identify verb tense across a text and discuss how verb tense is maintained in sentences
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA06,Understand how consistency of tense through verbs and verb groups achieves clarity in sentences,,"Identifying and discussing different forms of verb tenses and their use to maintain consistency of tense in different sentences; for example, ""i organise the cake stall every week, and i am running the meeting this weekend, as well.""",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA07,"Analyse how techniques such as vectors, angle and/or social distance in visual texts can be used to create a perspective",,Comparing how perspectives are created in animations and advertisements,EAL/D students may benefit from: •modelling the deconstruction of visual texts and inclusion of texts representing a range of cultural contexts
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA07,"Analyse how techniques such as vectors, angle and/or social distance in visual texts can be used to create a perspective",,"Comparing how different advertisements advertise the same product, using techniques to create different perspectives for effect",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA07,"Analyse how techniques such as vectors, angle and/or social distance in visual texts can be used to create a perspective",,"Analysing how the illustrations in picture books, graphic novels and advertisements use size, colour, angle, proximity, vector and salience to influence the reader",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA08,"Investigate the role of vocabulary in building specialist and technical knowledge, including terms that have both everyday and technical meanings",,"Recognising vocabulary used to represent high utility, abstract academic concepts; for example, ""factor"", ""hypothesise"", ""issue"" and ""critique""",EAL/D students may benefit from: •using bilingual dictionaries to link learning to existing knowledge in students’ home language; use of visual support; use of concept maps to show related vocabulary; use of word charts showing the verb form and the nominalisation
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA08,"Investigate the role of vocabulary in building specialist and technical knowledge, including terms that have both everyday and technical meanings",,"Identifying vocabulary used to write about a topic; for example, using terms for poetic devices and words to explain the effects of the devices in poems",
English,English,Year 7,Language,Language for expressing and developing ideas,AC9E7LA09,Understand the use of punctuation including colons and brackets to support meaning,,Examining the impact of information added to sentences when colons and brackets are used,EAL/D students may benefit from: •models and explanations of the use of brackets and colons and multiple opportunities to practise deconstructing examples in use and explaining the impact or effect of the extra information provided
English,English,Year 7,Literature,Literature and contexts,AC9E7LE01,"Identify and explore ideas, points of view, characters, events and/or issues in literary texts, drawn from historical, social and/or cultural contexts, by first nations australian, and wide-ranging australian and world authors",,Exploring ideas about heroism in literary texts by wide-ranging world authors,"EAL/D students may benefit from: •use of visuals and explanation so students understand the contexts and background knowledge of the texts which may include opportunities to share and compare insights from texts read in their home language about the ideas, points of view, characters, events and/or issues related to these texts"
English,English,Year 7,Literature,Literature and contexts,AC9E7LE01,"Identify and explore ideas, points of view, characters, events and/or issues in literary texts, drawn from historical, social and/or cultural contexts, by first nations australian, and wide-ranging australian and world authors",,Exploring ideas about heroism in literary texts by wide-ranging world authors,•wherever possible use a text by an Australian author or illustrator of that cultural background
