SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
English,English,Year 5,Language,Language for interacting with others,AC9E5LA01,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Using language that signals the roles of chairperson and the different speaker positions in a debate,"EAL/D students may benefit from: •examples of the kinds of language expected in different situations, e.g. with friends, with the teacher, with a visitor to the classroom"
English,English,Year 5,Language,Language for interacting with others,AC9E5LA01,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Using language that signals the roles of chairperson and the different speaker positions in a debate,•practising in small groups or pairs
English,English,Year 5,Language,Language for interacting with others,AC9E5LA01,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,"Identifying ways in which cultures differ in making and responding to common requests; for example, periods of silence, degrees of formality","
"
English,English,Year 5,Language,Language for interacting with others,AC9E5LA01,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Understand that language is selected for social contexts and that it helps to signal social roles and relationships,Identifying some cultural protocols and communication processes of first nations australians,"
"
English,English,Year 5,Language,Language for interacting with others,AC9E5LA02,Understand how to move beyond making bare assertions by taking account of differing ideas or opinions and authoritative sources,Understand how to move beyond making bare assertions by taking account of differing ideas or opinions and authoritative sources,"Recognising that a bare assertion (for example, “it's the best film this year.”) often needs to be tempered by: using the “impersonal it” to distance oneself (for example, “it could be said that it is the best film this year.”); recruiting anonymous support (for example, “it is generally agreed that it is the best film this year.”); indicating a general source of the opinion (for example, “most critics agree that it is the best film this year.”); specifying the source of the opinion (for example, “reviewers for the reel film stated that it is the best film this year.”) and reflecting on the effect of these different choices","
"
English,English,Year 5,Language,Text structure and organisation,AC9E5LA03,"Describe how spoken, written and multimodal texts use language features and are typically organised into characteristic stages and phases, depending on purposes in texts","Describe how spoken, written and multimodal texts use language features and are typically organised into characteristic stages and phases, depending on purposes in texts","Becoming familiar with the typical stages and language features of types of texts such as narrative, procedure, arguments, explanation, discussion and informative texts, and how they can be composed in written, digital and multimedia forms to achieve their purpose","
"
English,English,Year 5,Language,Text structure and organisation,AC9E5LA03,"Describe how spoken, written and multimodal texts use language features and are typically organised into characteristic stages and phases, depending on purposes in texts","Describe how spoken, written and multimodal texts use language features and are typically organised into characteristic stages and phases, depending on purposes in texts","Recognising that paragraphs vary in their function and how they are organised in a text and between different types of texts; for example, the differences between paragraphs in a narrative, an argument and a procedure","
"
English,English,Year 5,Language,Text structure and organisation,AC9E5LA03,"Describe how spoken, written and multimodal texts use language features and are typically organised into characteristic stages and phases, depending on purposes in texts","Describe how spoken, written and multimodal texts use language features and are typically organised into characteristic stages and phases, depending on purposes in texts","Describing the stages and phases, and purposes of narratives, historical recounts, procedural recounts, causal explanations, discussions of alternative positions on an issue, information reports, reviews and types of poems","
"
English,English,Year 5,Language,Text structure and organisation,AC9E5LA04,Understand how texts can be made cohesive by using the starting point of a sentence or paragraph to give prominence to the message and to guide the reader through the text,Understand how texts can be made cohesive by using the starting point of a sentence or paragraph to give prominence to the message and to guide the reader through the text,"Observing how writers use the beginning of a sentence to signal to the reader how the text is developing; for example, “snakes are reptiles. they have scales and no legs. many snakes are poisonous. however, in australia they are protected.”","
"
English,English,Year 5,Language,Text structure and organisation,AC9E5LA04,Understand how texts can be made cohesive by using the starting point of a sentence or paragraph to give prominence to the message and to guide the reader through the text,Understand how texts can be made cohesive by using the starting point of a sentence or paragraph to give prominence to the message and to guide the reader through the text,"Recognising that a sequence of clauses may use different tenses but remain connected through a topic; for example, “snakes were a problem in australia. however, urban sprawl is ruining their habitats and they are now a protected species.”","
"
