SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
English,English,Year 8,Language,Language for interacting with others,AC9E8LA01,Recognise how language shapes relationships and roles,,"Understanding that group identities are formed through language that reflects shared values, beliefs and behaviours, and through language choices that engender solidarity such as specialist terminology, acronyms and terms of address; for example, teenage groups and sportspeople have adopted particular words and ways of communicating",EAL/D students may benefit from: •describing examples of the way their home language shapes relationships and roles
English,English,Year 8,Language,Language for interacting with others,AC9E8LA01,Recognise how language shapes relationships and roles,,Exploring the australian institute of aboriginal and torres strait islander studies map of indigenous australia and identifying language names that inform relationships to country/place,
English,English,Year 8,Language,Language for interacting with others,AC9E8LA02,Understand how layers of meaning can be created when evaluating by using literary devices such as simile and metaphor,,"Identifying how authors use rhetorical devices that reveal the dark or serious aspects of a topic in humorous or amusing ways; for example, by making a statement but implying or meaning the opposite (irony), exaggerating or overstating something (hyperbole), imitating or mocking something (parody), and making something appear less serious than it really is (understatement)",EAL/D students may benefit from: •creating a dictionary of rhetorical devices with explanations and examples and provide multiple opportunities to identify and add examples from text extracts
English,English,Year 8,Language,Text structure and organisation,AC9E8LA03,"Explain how texts are structured depending on their purpose and how language features vary, recognising that some texts are hybrids that combine different genres or elements of different genres",,"Recognising how texts such as critical responses to texts, expositions, text interpretations and discussions are typically structured to achieve their purpose",EAL/D students may benefit from: •teacher modelling and deconstructing a range of short texts to demonstrate how and why language changes to combine different genres in hybrid texts
English,English,Year 8,Language,Text structure and organisation,AC9E8LA03,"Explain how texts are structured depending on their purpose and how language features vary, recognising that some texts are hybrids that combine different genres or elements of different genres",,"Discussing how the placement of images and written text in a linear or non-linear way, such as online texts, is used differently in a variety of texts for a purpose",
English,English,Year 8,Language,Text structure and organisation,AC9E8LA03,"Explain how texts are structured depending on their purpose and how language features vary, recognising that some texts are hybrids that combine different genres or elements of different genres",,"Explaining the structure and language features of texts such as narratives, literary recounts, memoirs, drama scripts, types of poems, formal speeches, comparisons and creative responses, discussions and debates, and explaining how these structures and language features support their purpose",
English,English,Year 8,Language,Text structure and organisation,AC9E8LA04,"Understand how cohesion in texts is improved by strengthening the internal structure of paragraphs with examples, quotations and substantiation of claims",,"Writing paragraphs of extended length that explain, substantiate and exemplify a particular viewpoint","EAL/D students may benefit from: •modelling and deconstructing of paragraph structures to demonstrate how cohesive links, examples, quotations and evidence strengthen a point or argument"
English,English,Year 8,Language,Language for expressing and developing ideas,AC9E8LA05,Examine a variety of clause structures including embedded clauses that add information and expand ideas in sentences,,Evaluating how speechmakers influence audiences though embedded clauses to add information,"EAL/D students may benefit from: •multiple opportunities to practise deconstructing sentences and identifying clause structure, with the complexity of the sentences appropriate to students’ level of English language proficiency"
English,English,Year 8,Language,Language for expressing and developing ideas,AC9E8LA05,Examine a variety of clause structures including embedded clauses that add information and expand ideas in sentences,,Exploring how clauses and embedded clauses can be used to express ideas more succinctly,
English,English,Year 8,Language,Language for expressing and developing ideas,AC9E8LA06,Understand the effect of nominalisation in texts,,Highlighting examples of nominalisation in a range of texts including informative texts and explaining the impact on content and tone,EAL/D students may benefit from: •creating tables of nominalisations to show both the verbs and nouns from which they originated and adding examples to the table from texts read in class
