SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Digital systems,AC9TDI4K01,Explore and describe a range of digital systems and their peripherals for a variety of purposes,,"Experimenting with a range of peripherals to perform input, output and storage, for example a keyboard, touch screen, mouse, camera and microphone; a monitor, projector, printer or 3D printer; speaker; or USB drive",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Digital systems,AC9TDI4K01,Explore and describe a range of digital systems and their peripherals for a variety of purposes,,"Adding peripherals to a digital system to expand its functionality, for example connecting a headset to a digital system to participate in an online lesson more effectively",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Digital systems,AC9TDI4K01,Explore and describe a range of digital systems and their peripherals for a variety of purposes,,"Exploring how they can use digital systems differently depending on the task, recognising that many digital systems can perform multiple tasks, for example a student can use a tablet to take photos, record audio and find information to create a presentation",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Digital systems,AC9TDI4K02,Explore transmitting different types of data between digital systems,,"Exploring examples of different types of data that can be transferred between digital systems, for example streaming music or making a video call to a friend using a smartphone",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Digital systems,AC9TDI4K02,Explore transmitting different types of data between digital systems,,"Exploring how data (video call) can be transmitted from a remote community to a city location, for example looking at how many First Nations Australian communities in areas classified as remote rely on 3G network coverage, limiting the use of video calls",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Data representation,AC9TDI4K03,Recognise different types of data and explore how the same data can be represented differently depending on the purpose,,"Describing different types of data and how they can be used, for example numbers, letters, symbols and pictures",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Data representation,AC9TDI4K03,Recognise different types of data and explore how the same data can be represented differently depending on the purpose,,"Explaining how the same data can be represented in different ways and why some representations are better than others in certain contexts, for example four vs 4 vs IV vs |||| vs quatre, and that numerals are better for calculation than words",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Data representation,AC9TDI4K03,Recognise different types of data and explore how the same data can be represented differently depending on the purpose,,"Explaining that the same information can be represented differently, for example the term ‘stop’ can also be represented with an octagon-shaped red sign or a hand icon",
Technologies,Digital Technologies,Years 3 and 4,Knowledge and understanding,Data representation,AC9TDI4K03,Recognise different types of data and explore how the same data can be represented differently depending on the purpose,,"Identifying rock paintings and other cultural expressions to understand that images are used to encode and represent ethnobotanical knowledge, for example the representation of plant use in the Kimberley cave paintings and ancient engravings including important data on medicinal and food plant classification and their usable parts",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Investigating and defining,AC9TDI4P01,Define problems with given design criteria and by co-creating user stories,,"Recognising a range of familiar problems and defining achievable solutions using given design criteria, for example buying presents for family members within a specified budget",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Investigating and defining,AC9TDI4P01,Define problems with given design criteria and by co-creating user stories,,"Using responses to guiding questions to write a user story, for example a family member wants a way of entertaining their puppy when they are at school to stop it digging holes",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Investigating and defining,AC9TDI4P01,Define problems with given design criteria and by co-creating user stories,,"Co-creating a user story using a template such as “A <type of user> has <some goal> so that <some reason>”, for example “a sports team wants to access league rankings online so that they can see their progress”",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Investigating and defining,AC9TDI4P01,Define problems with given design criteria and by co-creating user stories,,"Developing a problem statement for collecting and managing information, for example how First Nations Australian rangers could monitor animal populations, such as local marine turtles, using global positioning systems (GPS)",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Investigating and defining,AC9TDI4P01,Define problems with given design criteria and by co-creating user stories,,"Co-creating user stories about exploring hard-to-reach locations, for example a school student wants to explore neighbouring countries or communities classified as remote to compare how people live",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P02,"Follow and describe algorithms involving sequencing, comparison operators (branching) and iteration",,"Following the steps and decisions of algorithms and knowing what step they are up to, for example following rules to form the past tense of regular verbs such as ‘create’ to ‘created’, ‘try’ to ‘tried’ and ‘cook’ to ‘cooked’ and checking off items on a list as they are completed",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P02,"Follow and describe algorithms involving sequencing, comparison operators (branching) and iteration",,"Describing algorithms using representations such as a list of steps or a diagram, for example drawing a diagram of a recipe involving decisions",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P02,"Follow and describe algorithms involving sequencing, comparison operators (branching) and iteration",,"Understanding there can be more than one sequence of steps to solve a problem, some are better than others, and the steps should be unambiguous, for example describing 2 different ways to get to the same location",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P02,"Follow and describe algorithms involving sequencing, comparison operators (branching) and iteration",,"Describing the decisions needed to solve a problem, including numerical and text comparisons, for example if the UV index is above 3, put on sunscreen and a hat",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P02,"Follow and describe algorithms involving sequencing, comparison operators (branching) and iteration",,"Describing algorithms that repeat steps a fixed number of times, for example calculating multiplication using repeated addition, where the sum changes in each iteration",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P03,"Generate, communicate and compare designs",,"Brainstorming possible design ideas and discussing these with their peers, for example sketching different ideas for a computer game",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P03,"Generate, communicate and compare designs",,"Discussing whether the needs identified from the user story are met by generated design ideas, for example comparing design ideas in pairs for encouraging people to recycle",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Generating and designing,AC9TDI4P03,"Generate, communicate and compare designs",,"Ideating multiple design ideas and comparing them against user stories, for example as a class, discussing the needs identified from the user story and brainstorming multiple design ideas (accepting all suggestions as possibilities)",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Producing and implementing,AC9TDI4P04,Implement simple algorithms as visual programmes involving control structures and input,,"Writing and editing programs to solve simple problems using branching and simple iteration in a visual programming environment, for example helping a user understand multiplication by displaying the repeated addition in order",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Producing and implementing,AC9TDI4P04,Implement simple algorithms as visual programmes involving control structures and input,,"Writing programs that take input from the user or environment, for example asking the user for their name and displaying it or sensing the temperature from the environment to make a decision",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Producing and implementing,AC9TDI4P04,Implement simple algorithms as visual programmes involving control structures and input,,"Writing programs that make decisions involving comparison, for example comparing whether the temperature is above 25 degrees Celsius to label the weather hot or cold",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Producing and implementing,AC9TDI4P04,Implement simple algorithms as visual programmes involving control structures and input,,"Writing programs that repeat one or more steps a fixed number of times, for example writing a program that displays repetitive song lyrics, such as in ‘Ten in the bed’",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Producing and implementing,AC9TDI4P04,Implement simple algorithms as visual programmes involving control structures and input,,"Running and testing a program to check it performs as expected, for example a character: 1. moves forward 2. turns left 3. moves forward",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Producing and implementing,AC9TDI4P04,Implement simple algorithms as visual programmes involving control structures and input,,"Implementing a program that demonstrates the strict routines and techniques followed by First Nations Australian ranger groups when caring for or handling specific native animals, for example using IF and THEN statements to create a training manual, such as: IF <insert animal name> is injured THEN the ranger will <insert action>",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Evaluating,AC9TDI4P05,Discuss how existing and student solutions satisfy the design criteria and user stories,,"Describing the way familiar digital systems allow the user to perform tasks, for example discussing how a family member could place an order online for something they cannot buy locally",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Evaluating,AC9TDI4P05,Discuss how existing and student solutions satisfy the design criteria and user stories,,"Discussing how a digital solution meets the different needs of users, for example how maps help people to locate places in the community or interactive store directories help shoppers to find a particular store in a shopping centre",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Evaluating,AC9TDI4P05,Discuss how existing and student solutions satisfy the design criteria and user stories,,"Making judgements on their digital solutions against the design criteria and user stories, for example how high their friends score in the game they created to help them learn what is recyclable",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Evaluating,AC9TDI4P05,Discuss how existing and student solutions satisfy the design criteria and user stories,,"Reflecting on how the systems in the school help it run, for example how the librarian keeps track of books borrowed",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P06,"Use the core features of common digital tools to create, locate and communicate content, following agreed conventions",,Discussing and creating as a class a set of steps they need to follow to safely find information online,
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P06,"Use the core features of common digital tools to create, locate and communicate content, following agreed conventions",,"Using an online search engine to find suitable sources to create and communicate information, following agreed steps, for example creating a presentation on life cycles",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P06,"Use the core features of common digital tools to create, locate and communicate content, following agreed conventions",,"Grouping, naming and itemising objects using a logical hierarchy, for example creating a section of a virtual library or virtual supermarket using folders and files",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P07,"Use the core features of common digital tools to share content, plan tasks, and collabourate, following agreed behaviours, supported by trusted adults",,Using an agreed folder to make it easy for students to collaborate on shared content in a group project,
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P07,"Use the core features of common digital tools to share content, plan tasks, and collabourate, following agreed behaviours, supported by trusted adults",,"Demonstrating safe sharing of content with a select audience, for example sharing a holiday adventure without revealing exact dates, specific names or other personal information",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P07,"Use the core features of common digital tools to share content, plan tasks, and collabourate, following agreed behaviours, supported by trusted adults",,"Listening to others when participating in online environments to share content, for example respecting the rights of others by taking turns to suggest and add words or images to a factual slide deck to share with the teacher",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P07,"Use the core features of common digital tools to share content, plan tasks, and collabourate, following agreed behaviours, supported by trusted adults",,"Interacting cooperatively in a group in an online environment to plan and complete a task, for example writing and responding to others’ views on canteen products",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Collaborating and managing,AC9TDI4P07,"Use the core features of common digital tools to share content, plan tasks, and collabourate, following agreed behaviours, supported by trusted adults",,"Using digital tools to plan an event as a class, for example jointly creating a class survey to help plan an end-of-year party, where responses conform to the class’s accepted behavioural expectations",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Privacy and security,AC9TDI4P08,"Access their school account using a memorised password and explain why it should be easy to remember, but hard for others to guess",,Recalling their school username and password from memory to login to a school laptop or desktop,
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Privacy and security,AC9TDI4P08,"Access their school account using a memorised password and explain why it should be easy to remember, but hard for others to guess",,"Explaining how keeping a password secret prevents others from accessing their data, for example how their work is saved in their account and can only be accessed using their secret password",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Privacy and security,AC9TDI4P08,"Access their school account using a memorised password and explain why it should be easy to remember, but hard for others to guess",,"Exploring techniques to create an easy to remember and hard to guess password, for example creating a password using 3 unrelated but easy to remember words",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Privacy and security,AC9TDI4P09,Identify what personal data is stored and shared in their online accounts and discuss any associated risks,,"Identifying the personal data stored in accounts they use at school and at home and who has access to it, for example documents in their school cloud storage are accessible by the teacher, or their nickname in their online gaming accounts is visible to all players",
Technologies,Digital Technologies,Years 3 and 4,Processes and production skills,Privacy and security,AC9TDI4P09,Identify what personal data is stored and shared in their online accounts and discuss any associated risks,,"Discussing how personal data stored in online accounts forms a person’s digital identity and can reveal detailed information about people, for example looking at photographs of themselves, friends or fictional characters that reveal details about a person’s location, habits or home",
