SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
HASS,Geography,Year 7,AC9HG7ASC01,"By the end of Year 7, students describe how the characteristics of places are perceived and valued differently by people.",Knowledge and understanding,"characteristics, describe, differently, people, perceived, places, valued, year","AC9HG7K03,AC9HG7K05",High
HASS,Geography,Year 7,AC9HG7ASC02,They describe the importance of environments to people.,Knowledge and understanding,"describe, environments, importance, people",AC9HG7K05,High
HASS,Geography,Year 7,AC9HG7ASC03,They describe the features of a distribution.,Knowledge and understanding,"describe, distribution, features","AC9HG7K02,AC9HG7K06",Medium
HASS,Geography,Year 7,AC9HG7ASC04,"They explain the interconnections between people and places and environments, and describe how these interconnections change places or environments.",Knowledge and understanding,"between, change, describe, environments, explain, interconnections, people, places","AC9HG7K01,AC9HG7K07",High
HASS,Geography,Year 7,AC9HG7ASC05,Students describe a response or strategy to address a geographical phenomenon or challenge.,Skills,"address, challenge, describe, geographical, phenomenon, response, strategy","AC9HG7K02,AC9HG7K04,AC9HG7K08",High
HASS,Geography,Year 7,AC9HG7ASC06,Students develop questions about a geographical phenomenon or challenge.,Skills,"about, challenge, develop, geographical, phenomenon, questions",AC9HG7S01,High
HASS,Geography,Year 7,AC9HG7ASC07,"They collect, organise and represent relevant data and information, using primary research methods and secondary research materials.",Skills,"collect, data, information, materials, methods, organise, primary, relevant, represent, research, secondary",AC9HG7S02,High
HASS,Geography,Year 7,AC9HG7ASC08,"They identify similarities and differences, and describe patterns in data and information.",Skills,"data, describe, differences, identify, information, patterns, similarities",AC9HG7S03,High
HASS,Geography,Year 7,AC9HG7ASC09,"They draw conclusions about the impact of the geographical phenomenon or challenge on people, places and environments.",Knowledge and understanding,"about, challenge, conclusions, draw, environments, geographical, impact, people, phenomenon, places",AC9HG7S04,High
HASS,Geography,Year 7,AC9HG7ASC10,They develop a strategy for action.,Skills,"action, develop, strategy",AC9HG7S05,High
