SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,"Investigating ways that composers and/or performers use the elements of music and compositional devices, and work collaboratively to communicate ideas and create effects to influence or evoke an emotional response in audiences; for example, observing/reviewing performances and focusing on how elements of music and compositional devices are used to structure compositions (use of scales, modes, motifs, riffs, hooks, etc. within song forms) or how composers and/or performers manipulate elements of music to evoke an emotional response in songs, music for games, street music styles or film music",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,"Investigating how composers and performers use instrumentation or instrumental techniques; for example, considering how dynamics and expressive techniques are being used or manipulated to communicate specific effects, such as style-specific effects or extended techniques, by listening to a diverse range of music and comparing use of techniques or treatment of specific elements of music",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,"Comparing ways that people in a range of times, places and/or other contexts have used music in times of conflict and change",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,"Reflecting on why music might be described as “experimental”; for example, investigating the work of composers and/or performers who combine vocal/instrumental techniques developed at different times or in different cultures to create a personal sound/style; for example, composers/performers who use techniques such as hammer-ons and pull-offs when playing bowed string instruments",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,Investigating the way elements of music are manipulated in music or sound designs composed for use in installations or site-specific artworks,
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,"Discussing and evaluating the influence of music on the development of personal or social identity (for example ways music is used to influence or create a sense of belonging), and analysing how different traditions, styles and contexts affect the way people respond to the music; then using this analysis to inform the creation of a new piece of music",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E01,"Investigate composers’ and/or performers’ use of elements of music, compositional devices and/or vocal/instrumental techniques in music from a range of cultures, times, places and/or other contexts",,"Using Viewpoints to ask questions, such as, “How has the rise of technology changed music styles or the ways composers and performers work?” or “How has technology impacted on audiences, the music industry and the way we consume music?” when considering how composers and/or performers develop their personal style and/or work collaboratively",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E02,Investigate the ways that First Nations Australian performers and/or composers celebrate and challenge multiple perspectives of Australian identity through music,,"Evaluating innovation in the ways that First Nations Australian composers and/or performers are contributing to Australian contemporary music, including inter-cultural collaborations",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E02,Investigate the ways that First Nations Australian performers and/or composers celebrate and challenge multiple perspectives of Australian identity through music,,"Investigating how First Nations Australian songwriters, performers and/or composers working in genres such as choral, orchestral or chamber music use music to share knowledge, educate, protest, advocate for change, or express opinions or beliefs",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E02,Investigate the ways that First Nations Australian performers and/or composers celebrate and challenge multiple perspectives of Australian identity through music,,"Evaluating intentions/motivations in music composed by and/or performed by First Nations Australians that challenges people to take action on issues such as climate change, environmental protection, social justice, racism or youth homelessness; for example, music presented in a themed performance program",
The Arts,Music,Years 9 and 10,Exploring and responding,,AC9AMU10E02,Investigate the ways that First Nations Australian performers and/or composers celebrate and challenge multiple perspectives of Australian identity through music,,Using and annotating a map of First Nations Australian language groups to identify where First Nations Australian composers and/or performers are working and providing short descriptions of their music,
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D01,"Develop, practise and refine the use of listening/aural skills and style-specific vocal instrumental skills/techniques to interpret music and communicate expressive effects",,"Working collaboratively to develop ensemble skills, such as listening carefully to establish and maintain balance across parts; for example, when performing in a duo, trio, acoustic or amplified ensemble",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D01,"Develop, practise and refine the use of listening/aural skills and style-specific vocal instrumental skills/techniques to interpret music and communicate expressive effects",,"Identifying challenging sections in music they are learning and developing necessary techniques and stamina to control performance, achieve accuracy and fluency, and communicate stylistic understanding",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D01,"Develop, practise and refine the use of listening/aural skills and style-specific vocal instrumental skills/techniques to interpret music and communicate expressive effects",,"Mapping a planned approach to interpret dynamics; for example, using observations from another performance or analysis of the work, and identifying sections/points where the loudest and softest dynamics will be employed; then practising to realise the plan",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D01,"Develop, practise and refine the use of listening/aural skills and style-specific vocal instrumental skills/techniques to interpret music and communicate expressive effects",,"Developing technical and expressive facility and control when using voice and/or instrument/s; for example, undertaking a systematic approach to developing and extending vocal or instrumental skills",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will interpret and/or manipulate elements of music and/or compositional devices,,"Listening to, analysing and comparing the performance practices of others to shape and refine their own interpretation and performance of a piece of music; for example, listening and analysing to identify how other performers develop facility in using specific techniques or achieving specific effects, such as tone colour or phrasing; then evaluating preferences and developing practice strategies to achieve their own goals",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will interpret and/or manipulate elements of music and/or compositional devices,,"Using listening, aural skills and understanding of the information provided in scores, charts or lead-sheets to develop interpretations of repertoire in a range of styles",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will interpret and/or manipulate elements of music and/or compositional devices,,"Using focused listening, aural or memory skills to identify, sing or play and/or notate/document music ideas, such as pitch and rhythm patterns, intervals and common chord progressions, for future use in compositions and/or performances",
The Arts,Music,Years 9 and 10,Developing practices and skills,,AC9AMU10D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will interpret and/or manipulate elements of music and/or compositional devices,,Developing and refining use of aural skills relating to tuning/intonation that they can use in real-time to improve levels of accuracy and control when performing,
The Arts,Music,Years 9 and 10,Creating and making,,AC9AMU10C01,"Interpret music in a variety of forms and styles, manipulating the elements of music and/or compositional devices, and using style-specific vocal/instrumental techniques to communicate ideas, perspectives and/or meaning",,"Rehearsing and refining their ability to control technical and expressive qualities in solo and/or ensemble music to achieve accuracy and fluency, and to communicate stylistic understanding",
The Arts,Music,Years 9 and 10,Creating and making,,AC9AMU10C01,"Interpret music in a variety of forms and styles, manipulating the elements of music and/or compositional devices, and using style-specific vocal/instrumental techniques to communicate ideas, perspectives and/or meaning",,"Experimenting with and comparing how the elements of music and compositional devices are used to communicate musical intentions in traditional, digital or graphic scores from different styles; for example, listening and evaluating approaches used by other performers and trialling options or asking questions such as “Which approach best communicates my intentions or the composer’s intention?”",
The Arts,Music,Years 9 and 10,Creating and making,,AC9AMU10C01,"Interpret music in a variety of forms and styles, manipulating the elements of music and/or compositional devices, and using style-specific vocal/instrumental techniques to communicate ideas, perspectives and/or meaning",,"Identifying stylistic conventions relevant to music they are learning, planning and practising to apply the conventions (as relevant) in their performance of music in that/those styles; for example, using information from composer/s, performers or analysis undertaken by other musicians or commentators",
The Arts,Music,Years 9 and 10,Creating and making,,AC9AMU10C01,"Interpret music in a variety of forms and styles, manipulating the elements of music and/or compositional devices, and using style-specific vocal/instrumental techniques to communicate ideas, perspectives and/or meaning",,"Selecting, interpreting and practising a performance program that focuses on a particular theme (social or historical), music style or the work of a composer or performer/s; for example, a solo or ensemble program",
