SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K01,"The causes, outbreak and course of the Second World War and the significance of Australian involvement",,"Investigating significant events and ideas during the inter-war years between the First World War and the Second World War, including the Treaty of Versailles (territorial concessions required by Germany and the imposition of war reparations), the Russian Revolution and the Great Depression, rise of Adolf Hitler and the Nazi Party in Germany from 1933",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K01,"The causes, outbreak and course of the Second World War and the significance of Australian involvement",,"Analysing the major events leading up to the outbreak of the Second World War, such as the Japanese invasion of Manchuria, the Spanish Civil War, Italo–Abyssinian Wars, the annexation of Austria, the Munich Agreement and the annexation of the Sudetenland, the invasion of Poland in 1939, the occupation of China and the attack on Pearl Harbor in 1941",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K01,"The causes, outbreak and course of the Second World War and the significance of Australian involvement",,"Investigating the causes of the effects of the Treaty of Versailles on Germany, the structural weaknesses of the League of Nations, the rise of fascist and militarist regimes, and the failure of appeasement policies",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K01,"The causes, outbreak and course of the Second World War and the significance of Australian involvement",,"Examining the reasons for Australia’s involvement in the Second World War, and the responses to the conflicts of prime minister Robert Menzies, “Australia is also at war” and prime minister John Curtin, “Australia looks to America”",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K02,"The places where Australians fought, and their perspectives and experiences during the Second World War, such as the fall of Singapore, prisoners of war (POWs), the Battle of Britain and Kokoda",,"Identifying places where Australians fought, such as North Africa (including Tobruk), Darwin, New Guinea (including Kokoda), Malaya and Singapore, and evaluating their significance",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K02,"The places where Australians fought, and their perspectives and experiences during the Second World War, such as the fall of Singapore, prisoners of war (POWs), the Battle of Britain and Kokoda",,Investigating the significance of Kokoda as the battle that halted the Japanese advance on Port Moresby and why it helped reinforce the Anzac legend,
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K02,"The places where Australians fought, and their perspectives and experiences during the Second World War, such as the fall of Singapore, prisoners of war (POWs), the Battle of Britain and Kokoda",,"Comparing the experiences of various prisoners of war (POWs), such as the treatment of Australian POWs under German and Japanese control",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K02,"The places where Australians fought, and their perspectives and experiences during the Second World War, such as the fall of Singapore, prisoners of war (POWs), the Battle of Britain and Kokoda",,"Examining the perspectives of particular groups of POWs, such as those in camps in Ambon or Rabaul, those used as forced labour on the Thai–Burma Railway, or army nurses captured in Singapore",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Explaining why particular events were significant turning points in the European theatre of war, such as Germany’s invasion of Poland in 1939, the Blitzkrieg, the Battle of Britain, Operation Overlord (the invasion of Normandy), the Battle of the Bulge and the Soviets’ capture of Berlin",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Explaining why particular events were significant turning points in the Asia-Pacific theatre of war, such as the Japanese occupation of China, the Japanese attack on Pearl Harbor in 1941, the fall of Singapore in 1942, the bombings of northern Australia, the American victory at the Battle of Midway in 1942, the Battle for Kokoda and the Battle of Iwo Jima",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Examining the historical context in which the Holocaust occurred, including anti-Semitism and Nazi race theory",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Investigating the scale and significance of the Holocaust using primary and secondary sources, such as survivor testimonies",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Discussing the short- and long-term impacts of the Holocaust on the Jewish community post– the Second World War, such as coming to terms with the scale of loss, migration to Israel, Australia and the United States, and the creation of Yad Vashem and other Holocaust centres, museums and memorials",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Identifying the race to build the atomic bomb by Germany, Japan and the USA, and analysing why the atomic bombs were dropped on Hiroshima and Nagasaki",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K03,"The significant events and turning points of the Second World War, including the Holocaust and use of the atomic bomb",,"Investigating the effects of the atomic bombs on Hiroshima and Nagasaki, including short- and long-term effects on human health, and short- and long-term environmental effects on the cities and surrounding areas",
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K04,"The effects of the Second World War, with a particular emphasis on the continuities and changes on the Australian home front, such as the changing roles of women and First Nations Australians, and the use of wartime government controls",,Discussing the introduction of conscription into Australia through the Citizen Military Forces as a change from the policies of the First World War,
HASS,History,Year 10,Knowledge and understanding,Second World War,AC9HH10K04,"The effects of the Second World War, with a particular emphasis on the continuities and changes on the Australian home front, such as the changing roles of women and First Nations Australians, and the use of wartime government controls",,"Investigating the effects of the Second World War on the changing roles of women in Australia during the war (for example, women in the military [WAAAF, AWAS, WRANS], the Women’s Land Army, factory work) contrasted with the continuities of their roles before and after the war",
