SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
English,English,Year 10,Language,Language for interacting with others,AC9E10LA01,"Understand how language can have inclusive and exclusive social effects, and can empower or disempower people",,"Identifying language that seeks to align the listener or reader; for example, “of course”, “obviously”, “as you can imagine”",EAL/D students may benefit from: •ranking language examples from most inclusive to most exclusive
English,English,Year 10,Language,Language for interacting with others,AC9E10LA01,"Understand how language can have inclusive and exclusive social effects, and can empower or disempower people",,"Identifying the use of first person (“i”, “we”) and second person (“you”) pronouns to distance or involve the audience",
English,English,Year 10,Language,Language for interacting with others,AC9E10LA01,"Understand how language can have inclusive and exclusive social effects, and can empower or disempower people",,Identifying language used to reference or indicate shared assumptions,
English,English,Year 10,Language,Language for interacting with others,AC9E10LA01,"Understand how language can have inclusive and exclusive social effects, and can empower or disempower people",,"Identifying language that appeals to shared cultural knowledge, values and beliefs",
English,English,Year 10,Language,Language for interacting with others,AC9E10LA01,"Understand how language can have inclusive and exclusive social effects, and can empower or disempower people",,Identifying examples of language that are inclusive or marginalising,
English,English,Year 10,Language,Language for interacting with others,AC9E10LA02,"Understand that language used to evaluate, implicitly or explicitly reveals an individual's values",,Identifying explicit expressions of values when evaluating,"EAL/D students may benefit from: •building vocabulary to identify if a speaker or author is supporting, questioning or criticising a position, for example ‘affirms’ – supporting, ‘explores’ – questioning, ‘rejects’ – criticising"
English,English,Year 10,Language,Language for interacting with others,AC9E10LA02,"Understand that language used to evaluate, implicitly or explicitly reveals an individual's values",,"Identifying subtle or implied values communicated through language; for example, using a term such as “teenager” to refer to an individual rather than using a specific name",
English,English,Year 10,Language,Text structure and organisation,AC9E10LA03,Analyse text structures and language features and evaluate their effectiveness in achieving their purpose,,Comparing the text structure and language features of a print text transposed to an online environment and evaluating the effectiveness of the online text,EAL/D students may benefit from: •detailed guidelines of text structure and language features typically aligned to particular text purposes
English,English,Year 10,Language,Text structure and organisation,AC9E10LA03,Analyse text structures and language features and evaluate their effectiveness in achieving their purpose,,"Analysing the text structures and language features of reviews from different sources, and evaluating their effectiveness",
English,English,Year 10,Language,Text structure and organisation,AC9E10LA03,Analyse text structures and language features and evaluate their effectiveness in achieving their purpose,,"Analysing and experimenting with combinations of graphics, text and sound in the production of multimodal texts such as documentaries, media reports, online magazines and digital books to influence audience responses",
English,English,Year 10,Language,Text structure and organisation,AC9E10LA04,"Understand how paragraph structure can be varied to create cohesion, and paragraphs and images can be integrated for different purposes",,Examining how authors vary paragraph structures for effect,"EAL/D students may benefit from: •explanation of ways cohesion is created in paragraphs and multiple opportunities to review paragraph structure and discuss the ways in which text and images work together for a particular purpose, for example in graphic novels, picture books and media reports"
English,English,Year 10,Language,Text structure and organisation,AC9E10LA04,"Understand how paragraph structure can be varied to create cohesion, and paragraphs and images can be integrated for different purposes",,Examining the integration of paragraphs and images on websites for effect,
English,English,Year 10,Language,Text structure and organisation,AC9E10LA04,"Understand how paragraph structure can be varied to create cohesion, and paragraphs and images can be integrated for different purposes",,Evaluating the effect of the integration of paragraphs and images in graphic novels,
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA05,Analyse and evaluate the effectiveness of particular sentence structures to express and craft ideas,,"Recognising how the focus of a sentence can be changed through using the passive voice; for example, compare active “the police had caught the thief.” with passive “the thief had been caught.”","EAL/D students may benefit from: •graphic organisers to consider aspects of sentence structure, for example sentence length, sentence beginnings, word order, punctuation"
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA05,Analyse and evaluate the effectiveness of particular sentence structures to express and craft ideas,,"Recognising how the focus of a sentence can be changed through using the passive voice; for example, compare active “the police had caught the thief.” with passive “the thief had been caught.”","•multiple opportunities to practise identifying clause structure, restructuring clauses and discussing the effect, selecting sentences appropriate to students’ level of English language proficiency"
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA05,Analyse and evaluate the effectiveness of particular sentence structures to express and craft ideas,,"Recognising how authors sometimes use verbless clauses for effect; for example, “and what about the other woman? with her dark glasses and briefcase.”",
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA05,Analyse and evaluate the effectiveness of particular sentence structures to express and craft ideas,,"Recognising that a sentence can begin with a coordinating conjunction for stylistic effect; for example, “and she went on planning how she would manage it.”",
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA06,Analyse how meaning and style are achieved through syntax,,"Considering how nominalisation affects the way in which events are constructed and explained, making some information more explicit than other information","EAL/D students may benefit from: •teacher explanation and opportunities to practice reconstructing complex sentences into a simple sentence with dense noun phrases, for example ‘After thoroughly exploring the cave, I found a rare egg.’ ‘The thorough exploration led to a rare discovery.’)"
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA06,Analyse how meaning and style are achieved through syntax,,"Analysing how logical relations between ideas are built up by combining main with subordinate clauses indicating cause, result, manner, concession, condition, and so on; for example, “although the poet was not generally well received by critics during her life (concession), her reputation grew substantially after her death.”",
English,English,Year 10,Language,Language for expressing and developing ideas,AC9E10LA06,Analyse how meaning and style are achieved through syntax,,"Considering how abstraction in a noun group allows for greater generalisation of complex ideas in a sentence; for example, “he focused on the political, religious, social and economic elements of the society in his thesis.”",
