SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Digital systems,AC9TDI6K01,Investigate the main internal components of common digital systems and their function,,"Explaining how digital systems are made up of parts that perform specific functions, for example the processor controls the tablet, performs calculations and manipulates data",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Digital systems,AC9TDI6K01,Investigate the main internal components of common digital systems and their function,,"Exploring how the central processing unit (CPU), memory and input/output components work together to perform a simple calculation",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Digital systems,AC9TDI6K01,Investigate the main internal components of common digital systems and their function,,"Investigating the main components in a video conferencing system and their functions, for example a telehealth system used to access ultrasound and other imagery services by communities in areas classified as remote such as those of some First Nations Australians",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Digital systems,AC9TDI6K02,Examine how digital systems form networks to transmit data,,"Explaining how separate systems can be connected in different ways to exchange data, for example how a laptop can be connected to a network via a cable or radio waves",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Digital systems,AC9TDI6K02,Examine how digital systems form networks to transmit data,,"Describing the way data is structured and transmitted through a network, for example broken up into packets (small pieces) and passed from the source, through multiple devices, to the destination",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Digital systems,AC9TDI6K02,Examine how digital systems form networks to transmit data,,"Investigating the use of satellite phones where mobile phone networks are not available, inaccessible or unreliable, for example many homeland communities of Arnhem Land have limited access to mainstream communication networks",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Data representation,AC9TDI6K03,Explain how digital systems represent all data using numbers,,"Representing data using whole numbers and recognising this is how digital systems represent data, for example converting letters in a message to numbers using their position in the alphabet",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Data representation,AC9TDI6K03,Explain how digital systems represent all data using numbers,,"Explaining how the data type used to represent data changes the operations that can be performed on it, for example adding numbers performs addition whereas adding strings joins them",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Data representation,AC9TDI6K04,Explore how data can be represented by off and on states (zeros and ones in binary),,"Making collaboratively a long thread with beads representing binary for the letters that spell the Country/Place name in the local First Nations Australian language and English, and could be displayed as a ‘binary banner’ as an Acknowledgement of Country that we are on the Traditional Lands of the <insert name> Peoples",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Data representation,AC9TDI6K04,Explore how data can be represented by off and on states (zeros and ones in binary),,"Demonstrating that an on/off state in a circuit can represent the digits one and zero, and this is how digital systems represent data",
Technologies,Digital Technologies,Years 5 and 6,Knowledge and understanding,Data representation,AC9TDI6K04,Explore how data can be represented by off and on states (zeros and ones in binary),,"Recognising how the answer to a yes/no question can be represented using on/off states, for example switching a light on or off in a circuit or a long or short dash (beep) in Morse code",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Investigating and defining,AC9TDI6P01,Define problems with given or co-developed design criteria and by creating user stories,,"Using provided stimulus to identify an issue and writing a user story in groups, for example using a newspaper article to develop a user story, such as: a family in a bushfire or flood-prone environment needs a way to ensure they are prepared in case of an emergency",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Investigating and defining,AC9TDI6P01,Define problems with given or co-developed design criteria and by creating user stories,,"Discussing possible design criteria based on a stimulus, for example the cost, sustainability and timeliness for a roadside bushfire or flood risk rating system",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Investigating and defining,AC9TDI6P01,Define problems with given or co-developed design criteria and by creating user stories,,Investigating the impact that feral animals have on native flora and fauna and how this problem has led to economic development opportunities for groups such as the Arnhem Land Progress Aboriginal Corporation,
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P02,Design algorithms involving multiple alternatives (branching) and iteration,,"Designing an algorithm or understanding and modifying an existing algorithm to fix an error or change functionality, for example exploring issues in drought-prone areas to decide when to water a garden, taking into account humidity as well as soil moisture level",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P02,Design algorithms involving multiple alternatives (branching) and iteration,,"Creating the steps, decisions and loops in algorithms and knowing what step they are up to, for example repeating the steps to add 2 digits for each column in multi-digit addition, knowing which column they are adding and when to stop",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P02,Design algorithms involving multiple alternatives (branching) and iteration,,"Constructing more than one sequence of steps that solve the same problem and explaining why one is better than the other, for example specifying the exact route through a maze versus using the right-hand rule that works for all mazes",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P02,Design algorithms involving multiple alternatives (branching) and iteration,,"Modelling a decision that has more than 2 options to select the next step, for example selecting transport IF distance is less than 2 km THEN walk, ELSE IF the distance is less than 5 km THEN ride a bike, ELSE catch the bus",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P02,Design algorithms involving multiple alternatives (branching) and iteration,,"Planning algorithms that repeat until a condition is met, for example keep mixing UNTIL the ingredients are combined or subtracting a number UNTIL the result reaches zero",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P02,Design algorithms involving multiple alternatives (branching) and iteration,,"Designing an algorithm including branching and iteration which responds to data, for example how First Nations Australian rangers use structured procedures to respond to live tracking data that indicates feral buffalo are approaching an environmentally or culturally significant site",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P03,Design a user interface for a digital system,,"Designing a user interface on paper or using digital tools, for example drawing the designed layout of the landing page of an app to order lunches from the school canteen",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P03,Design a user interface for a digital system,,"Designing a user interface to address an identified need, for example including customisable font size and colour contrast to help users who are visually impaired",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P03,Design a user interface for a digital system,,"Modelling how user interfaces allow people from different cultures and language backgrounds to access information, for example using consistent symbols to represent common actions such as copy, paste and save",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P04,"Generate, modify, communicate and evaluate designs",,"Ideating a range of possible design ideas, discussing them and judging them against the design criteria and user stories, for example using the design criteria to put design ideas in order of preference in a group discussion",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Generating and designing,AC9TDI6P04,"Generate, modify, communicate and evaluate designs",,"Suggesting modifications to the preferred design idea if it does not satisfy all design criteria and user stories, for example modifying a game or game controller so that it can be used by a wider range of players",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Producing and implementing,AC9TDI6P05,"Implement algorithms as visual programmes involving control structures, variables and input",,"Writing and editing programs to solve problems using branching, iteration and variables in a visual programming environment, for example writing a program to draw a rotated shape a given number of times using Turtle Graphics",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Producing and implementing,AC9TDI6P05,"Implement algorithms as visual programmes involving control structures, variables and input",,"Writing programs that take input from the user or environment and storing that input in a variable for later use, for example asking the user how many shapes to draw in a circle and using that to calculate the number of iterations and angle to rotate each time",
Technologies,Digital Technologies,Years 5 and 6,Processes and production skills,Producing and implementing,AC9TDI6P05,"Implement algorithms as visual programmes involving control structures, variables and input",,"Writing programs that make decisions involving multiple alternatives, for example an interactive quiz that checks if the answer is correct, gives feedback and updates the score, or gives a final grade based on the score",
