SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
Technologies,Digital Technologies,Years 1 and 2,Knowledge and understanding,Digital systems,AC9TDI2K01,Identify and explore digital systems and their components for a purpose,,"Exploring digital systems to better understand how they are used to provide communities with essential services, for example looking at the systems and components that allow First Nations Australians in communities classified as remote to watch their favourite television shows",
Technologies,Digital Technologies,Years 1 and 2,Knowledge and understanding,Digital systems,AC9TDI2K01,Identify and explore digital systems and their components for a purpose,,"Naming and using digital systems that they interact with at home and school, for example using a touchpad to move the cursor on a laptop, or the keyboard to type a simple message on a tablet",
Technologies,Digital Technologies,Years 1 and 2,Knowledge and understanding,Digital systems,AC9TDI2K01,Identify and explore digital systems and their components for a purpose,,"Using different digital systems to explore what they do and how to use them, for example selecting the camera icon allows them to take photos of things that are a familiar shape",
Technologies,Digital Technologies,Years 1 and 2,Knowledge and understanding,Data representation,AC9TDI2K02,"Represent data as pictures, symbols, numbers and words",,Recognising that letter combinations represent different phonemes and that words are spelled the same way regardless of the accent of the speaker,
Technologies,Digital Technologies,Years 1 and 2,Knowledge and understanding,Data representation,AC9TDI2K02,"Represent data as pictures, symbols, numbers and words",,"Recognising the equivalence of different representations of numbers, including words, digits and tally marks",
Technologies,Digital Technologies,Years 1 and 2,Knowledge and understanding,Data representation,AC9TDI2K02,"Represent data as pictures, symbols, numbers and words",,"Recognising that pictures in First Nations Australians’ seasonal calendars are used to represent and communicate data, such as how the appearance of a flower can signify a connected event or a resource availability, for example how the Gulumoerrgin Peoples from the Darwin region of the Northern Territory understand that the fruiting of freshwater mangrove signifies it is time to harvest magpie geese",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Investigating and defining,AC9TDI2P01,Investigate simple problems for known users that can be solved with digital systems,,"Investigating internet-based translation tools and how similar digital tools could promote the use of First Nations Australians’ languages or assist communications, for example responding to cultural stories of Australian First Nations Peoples",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Investigating and defining,AC9TDI2P01,Investigate simple problems for known users that can be solved with digital systems,,"Investigating familiar and easily understood problems with few complications or steps needed to solve them, for example deciding what to wear by checking the forecast on a weather app",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Investigating and defining,AC9TDI2P01,Investigate simple problems for known users that can be solved with digital systems,,"Identifying how digital systems are used to solve problems at school, for example taking attendance or borrowing a library book",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Investigating and defining,AC9TDI2P01,Investigate simple problems for known users that can be solved with digital systems,,"Exploring how a familiar problem could be solved using a robot, for example creating a model robot using cardboard boxes and explaining how it could be used to clean up the classroom floor at the end of the day",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Generating and designing,AC9TDI2P02,"Follow and describe algorithms involving a sequence of steps, branching (decisions) and iteration (repetition)",,"Following a short, ordered sequence of steps and making decisions to solve a simple problem, for example follow a recipe or directions to reach a location",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Generating and designing,AC9TDI2P02,"Follow and describe algorithms involving a sequence of steps, branching (decisions) and iteration (repetition)",,"Describing the steps and decisions (in the correct order) needed to solve a simple problem, for example writing, saying, drawing or photographing the steps needed to make a sandwich",
Technologies,Digital Technologies,Years 1 and 2,Processes and production skills,Generating and designing,AC9TDI2P02,"Follow and describe algorithms involving a sequence of steps, branching (decisions) and iteration (repetition)",,"Rearranging into the correct order a series of mixed-up pictures that describe a story, for example stories authored and published by First Nations Australians",
