SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Technologies,Digital Technologies,Foundation,AC9TDIFASC01,"By the end of Foundation students identify familiar products, services and environments and develop familiarity with digital systems, using them for a purpose.",Knowledge and understanding,"develop, digital, environments, familiar, familiarity, foundation, identify, products, purpose, services, systems",AC9TDIFK01,High
Technologies,Digital Technologies,Foundation,AC9TDIFASC02,"They create, communicate and choose design ideas.",Knowledge and understanding,"choose, communicate, create, design, ideas",AC9TDIFK01,Low
Technologies,Digital Technologies,Foundation,AC9TDIFASC03,Students follow steps and use materials and equipment to safely make a designed solution for a school-selected context.,Knowledge and understanding,"context, designed, equipment, follow, make, materials, safely, school-selected, solution, steps",AC9TDIFK01,Low
Technologies,Digital Technologies,Foundation,AC9TDIFASC04,"They show how to represent data using objects, pictures and symbols and identify examples of data that is owned by them.",Knowledge and understanding,"data, examples, identify, objects, owned, pictures, represent, show, symbols","AC9TDIFK02,AC9TDIFP01",High
Technologies,Digital Technologies,Years 1 and 2,AC9TDI2ASC01,"By the end of Year 2 students describe the purpose of familiar products, services and environments, including digital systems.",Knowledge and understanding,"describe, digital, environments, familiar, products, purpose, services, systems, year",AC9TDI2K01,High
Technologies,Digital Technologies,Years 1 and 2,AC9TDI2ASC02,They represent and process data in different ways and follow and describe basic algorithms involving a sequence of steps and branching to show how simple digital solutions meet a need for known users.,Knowledge and understanding,"algorithms, basic, branching, data, describe, different, digital, follow, involving, known, meet, need, process, represent, sequence, show, simple, solutions, steps, users, ways","AC9TDI2K02,AC9TDI2P02,AC9TDI2P03",High
Technologies,Digital Technologies,Years 1 and 2,AC9TDI2ASC03,For each of the 2 prescribed technologies contexts they identify the features and uses of technologies and create designed solutions.,Knowledge and understanding,"contexts, create, designed, features, identify, prescribed, solutions, technologies, uses","AC9TDI2K02,AC9TDI2P02,AC9TDI2P03",High
Technologies,Digital Technologies,Years 1 and 2,AC9TDI2ASC04,Students select design ideas based on their personal preferences.,Knowledge and understanding,"based, design, ideas, personal, preferences, select","AC9TDI2K02,AC9TDI2P02,AC9TDI2P03",Medium
Technologies,Digital Technologies,Years 1 and 2,AC9TDI2ASC05,"They access and use the basic features of common digital tools to create, locate and share content, and collabourate and communicate design ideas using models and drawings.",Processes and production skills,"access, basic, collabourate, common, communicate, content, create, design, digital, drawings, features, ideas, locate, models, share, tools","AC9TDI2P04,AC9TDI2P06",High
Technologies,Digital Technologies,Years 1 and 2,AC9TDI2ASC06,Students safely produce designed or digital solutions and recognise that digital tools may store their personal data online.,Processes and production skills,"data, designed, digital, online, personal, produce, recognise, safely, solutions, store, tools",AC9TDI2P07,High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC01,"By the end of Year 4 students describe how people design products, services and environments to meet the needs of people, including sustainability.",Knowledge and understanding,"describe, design, environments, meet, needs, people, products, services, sustainability, year","AC9TDI4P01,AC9TDI4P03,AC9TDI4P05",High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC02,"They process and represent data for different purposes, follow and describe simple algorithms involving branching and iteration, and implement them as visual programmes.",Knowledge and understanding,"algorithms, branching, data, describe, different, follow, implement, involving, iteration, process, programmes, purposes, represent, simple, visual","AC9TDI4K03,AC9TDI4P02,AC9TDI4P04",High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC03,For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions.,Processes and production skills,"contexts, create, describe, designed, features, prescribed, solutions, technologies, uses","AC9TDI4P02,AC9TDI4P04",High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC04,Students select design ideas against design criteria.,Processes and production skills,"against, criteria, design, ideas, select","AC9TDI4P01,AC9TDI4P05",High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC05,"Students securely access and use digital systems and their peripherals for a range of purposes, including transmitting data.",Knowledge and understanding,"access, data, digital, peripherals, purposes, range, securely, systems, transmitting","AC9TDI4K01,AC9TDI4K02,AC9TDI4P08",High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC06,They communicate design ideas using models and drawings including annotations and symbols.,Processes and production skills,"annotations, communicate, design, drawings, ideas, models, symbols",AC9TDI4P03,High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC07,Students plan and sequence steps and use technologies and techniques to safely produce designed solutions.,Processes and production skills,"designed, plan, produce, safely, sequence, solutions, steps, techniques, technologies",AC9TDI4P04,High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC08,"They use the core features of common digital tools to plan, create, locate and share content, and to collabourate, following agreed behaviours.",Processes and production skills,"agreed, behaviours, collabourate, common, content, core, create, digital, features, following, locate, plan, share, tools","AC9TDI4P06,AC9TDI4P07",High
Technologies,Digital Technologies,Years 3 and 4,AC9TDI4ASC09,Students identify their personal data stored online and its risks.,Processes and production skills,"data, identify, online, personal, risks, stored",AC9TDI4P09,High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC01,"By the end of Year 6 students explain how people design products, services and environments to meet the needs of communities, including sustainability.",Processes and production skills,"communities, design, environments, explain, meet, needs, people, products, services, sustainability, year","AC9TDI6P01,AC9TDI6P03,AC9TDI6P04,AC9TDI6P06",High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC02,For each of the 3 prescribed technologies contexts students explain how the features of technologies impact on design decisions and they create designed solutions.,Processes and production skills,"contexts, create, decisions, design, designed, explain, features, impact, prescribed, solutions, technologies",AC9TDI6P04,High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC03,"They process data and show how digital systems represent data, design algorithms involving complex branching and iteration, and implement them as visual programmes including variables.",Knowledge and understanding,"algorithms, branching, complex, data, design, digital, implement, involving, iteration, process, programmes, represent, show, systems, variables, visual","AC9TDI6K03,AC9TDI6K04,AC9TDI6P02,AC9TDI6P05",High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC04,They select and justify design ideas and solutions against design criteria.,Processes and production skills,"against, criteria, design, ideas, justify, select, solutions","AC9TDI6P01,AC9TDI6P03,AC9TDI6P06",High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC05,"Students share and communicate ideas or content to an audience using technical terms, graphical representation techniques and appropriate digital tools.",Processes and production skills,"appropriate, audience, communicate, content, digital, graphical, ideas, representation, share, technical, techniques, terms, tools","AC9TDI6P04,AC9TDI6P07,AC9TDI6P08",High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC06,"They develop project plans, including production processes, and select technologies and techniques to safely produce designed or digital solutions.",Processes and production skills,"designed, develop, digital, plans, processes, produce, production, project, safely, select, solutions, techniques, technologies","AC9TDI6P07,AC9TDI6P08",High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC07,Students securely access and use multiple digital systems and describe their components and how they interact to process and transmit data.,Knowledge and understanding,"access, components, data, describe, digital, interact, multiple, process, securely, systems, transmit","AC9TDI6K01,AC9TDI6K02,AC9TDI6P09",High
Technologies,Digital Technologies,Years 5 and 6,AC9TDI6ASC08,They identify their digital footprint and recognise its permanence.,Processes and production skills,"digital, footprint, identify, permanence, recognise",AC9TDI6P10,High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC01,"By the end of Year 8 students explain how people design, innovate and produce products, services and environments for preferred futures.",Processes and production skills,"design, environments, explain, futures, innovate, people, preferred, produce, products, services, year","AC9TDI8P04,AC9TDI8P07,AC9TDI8P08,AC9TDI8P10",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC02,"For each of the 4 prescribed technologies contexts students explain how the features of technologies impact on design decisions, and create designed solutions based on analysis of needs or opportunities.",Processes and production skills,"analysis, based, contexts, create, decisions, design, designed, explain, features, impact, needs, opportunities, prescribed, solutions, technologies","AC9TDI8P04,AC9TDI8P10",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC03,"They acquire, interpret and model with spreadsheets and represent data with integers and binary.",Knowledge and understanding,"acquire, binary, data, integers, interpret, model, represent, spreadsheets","AC9TDI8K03,AC9TDI8K04,AC9TDI8P01,AC9TDI8P02,AC9TDI8P03",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC04,Students design and trace algorithms; and implement them in a general-purpose programmeming language.,Processes and production skills,"algorithms, design, general-purpose, implement, language, programmeming, trace","AC9TDI8P05,AC9TDI8P06",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC05,"Students create and adapt design ideas, processes and solutions, and justify their decisions against developed design criteria that include sustainability.",Processes and production skills,"adapt, against, create, criteria, decisions, design, developed, ideas, include, justify, processes, solutions, sustainability","AC9TDI8P04,AC9TDI8P07,AC9TDI8P10",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC06,"They communicate design ideas and solutions to audiences using technical terms and graphical representation techniques, including using digital tools.",Processes and production skills,"audiences, communicate, design, digital, graphical, ideas, representation, solutions, technical, techniques, terms, tools",AC9TDI8P08,High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC07,"They select appropriate hardware for particular tasks, explain how data is transmitted and secured in networks, and identify cyber security threats.",Knowledge and understanding,"appropriate, cyber, data, explain, hardware, identify, networks, particular, secured, security, select, tasks, threats, transmitted","AC9TDI8K01,AC9TDI8K02,AC9TDI8P13",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC08,They use a range of digital tools to individually and collabouratively document and manage production processes to safely and responsibly produce designed or digital solutions for the intended purpose.,Processes and production skills,"collabouratively, designed, digital, document, individually, intended, manage, processes, produce, production, purpose, range, responsibly, safely, solutions, tools","AC9TDI8P11,AC9TDI8P12",High
Technologies,Digital Technologies,Years 7 and 8,AC9TDI8ASC09,Students manage their digital footprint.,Processes and production skills,"digital, footprint, manage",AC9TDI8P14,High
Technologies,Digital Technologies,Years 9 and 10,AC9TDI10ASC01,"By the end of Year 10 students develop and modify innovative digital solutions, decompose real-world problems, and critically evaluate alternative solutions against stakeholder elicited user stories.",Processes and production skills,"against, alternative, critically, decompose, develop, digital, elicited, evaluate, innovative, modify, problems, real-world, solutions, stakeholder, stories, user, year",AC9TDI10P04,High
Technologies,Digital Technologies,Years 9 and 10,AC9TDI10ASC02,"Students acquire, interpret and model complex data with databases and represent documents as content, structure and presentation.",Processes and production skills,"acquire, complex, content, data, databases, documents, interpret, model, presentation, represent, structure","AC9TDI10K02,AC9TDI10K03,AC9TDI10P01,AC9TDI10P02,AC9TDI10P03",High
Technologies,Digital Technologies,Years 9 and 10,AC9TDI10ASC03,"They design and validate algorithms and implement them, including in an object-oriented programmeming language.",Processes and production skills,"algorithms, design, implement, language, object-oriented, programmeming, validate","AC9TDI10P05,AC9TDI10P06",High
Technologies,Digital Technologies,Years 9 and 10,AC9TDI10ASC04,"Students explain how digital systems manage, control and secure access to data; and model cyber security threats and explore a vulnerability.",Processes and production skills,"access, control, cyber, data, digital, explain, explore, manage, model, secure, security, systems, threats, vulnerability",AC9TDI10K01,High
Technologies,Digital Technologies,Years 9 and 10,AC9TDI10ASC05,"They use advanced features of digital tools to create interactive content, and to plan, collabourate on and manage agile projects.",Processes and production skills,"advanced, agile, collabourate, content, create, digital, features, interactive, manage, plan, projects, tools","AC9TDI10P11,AC9TDI10P12",High
Technologies,Digital Technologies,Years 9 and 10,AC9TDI10ASC06,Students apply privacy principles to manage digital footprints.,Processes and production skills,"apply, digital, footprints, manage, principles, privacy",AC9TDI10P14,High
