SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P01,"Investigate how success, challenge, setbacks and failure strengthen resilience and identities in a range of contexts",,Explaining how characters in stories overcome challenge and adversity and achieve success in different ways
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P01,"Investigate how success, challenge, setbacks and failure strengthen resilience and identities in a range of contexts",,Investigating how First Nations Australians’ pride in cultural background strengthens identities
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P01,"Investigate how success, challenge, setbacks and failure strengthen resilience and identities in a range of contexts",,Discussing how overcoming challenge or adversity together can unite a group of diverse people
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P01,"Investigate how success, challenge, setbacks and failure strengthen resilience and identities in a range of contexts",,"Exploring how responses to success, challenge, setbacks and failures are influenced by cultural beliefs and values"
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P01,"Investigate how success, challenge, setbacks and failure strengthen resilience and identities in a range of contexts",,"Recognising how success, challenge, failure and enjoyment of physical activities influence identities"
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P02,"Plan, rehearse and reflect on strategies to cope with the different changes and transitions they experience, such as the changes associated with puberty",,"Discussing physical, social and emotional changes that occur as individuals get older, and exploring how these changes impact how they think and feel about themselves and different situations"
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P02,"Plan, rehearse and reflect on strategies to cope with the different changes and transitions they experience, such as the changes associated with puberty",,Identifying people or sources of information they can access if they have questions about the changes that occur during puberty
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P02,"Plan, rehearse and reflect on strategies to cope with the different changes and transitions they experience, such as the changes associated with puberty",,Exploring the nature of family support networks in First Nations Australian communities and discussing how a wide range of family and community members support young people when they are going through changes and transitions
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P02,"Plan, rehearse and reflect on strategies to cope with the different changes and transitions they experience, such as the changes associated with puberty",,"Practising and refining coping skills they can use when faced with challenges or changes, such as positive self-talk, problem-solving, mindfulness, seeking help from families, peers and teachers"
Health and Physical Education,Health and Physical Education,Years 3–4,"Personal, social and community health",Identities and change,AC9HP4P02,"Plan, rehearse and reflect on strategies to cope with the different changes and transitions they experience, such as the changes associated with puberty",,"Identifying scenarios in texts where characters experience and react to change and transition, evaluating the effectiveness of these responses and identifying other possible options that may be helpful"
