SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P01,Analyse and reflect on the influence of values and beliefs on the development of identities,,"Examining how their values and beliefs, as well as those of family and friends, influence the development of identities"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P01,Analyse and reflect on the influence of values and beliefs on the development of identities,,"Analysing how naming of deceased protocols, such as kumanjayi, can impact the identities of other members within First Nations Australian communities"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P01,Analyse and reflect on the influence of values and beliefs on the development of identities,,"Examining how cultural values and beliefs influence the way young people view themselves, including young Australians of Asian heritage"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P01,Analyse and reflect on the influence of values and beliefs on the development of identities,,"Examining how cultural beliefs about the physical changes experienced during puberty can influence gender, cultural and sexual identities"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P02,"Analyse the impact of changes and transitions, and devise strategies to support themselves and others through these changes",,Investigating the changing nature of peer and family relationships and proposing strategies to manage these changes
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P02,"Analyse the impact of changes and transitions, and devise strategies to support themselves and others through these changes",,"Accessing and assessing health information and services that support young people to effectively manage changes and transitions as they grow older, including sexual health information about sexually transmitted infections, contraception and safe sexual practices"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P02,"Analyse the impact of changes and transitions, and devise strategies to support themselves and others through these changes",,Examining how ceremonies of First Nations Australians involve sharing of cultural knowledge leading to changes in social standing and responsibilities in communities
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P02,"Analyse the impact of changes and transitions, and devise strategies to support themselves and others through these changes",,"Examining the notion of “border crossing”; that is, how First Nations Australians live across multiple cultures, and how these transitions can impact on a sense of belonging to culture, family and peer groups"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P02,"Analyse the impact of changes and transitions, and devise strategies to support themselves and others through these changes",,"Evaluating and practising coping, communication and problem-solving skills to manage changes and emotions associated with puberty and getting older"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P03,"Examine how roles, decision-making, and levels of power, coercion and control within relationships can be influenced by gender stereotypes",,Exploring scenarios in texts that demonstrate how gender inequality can arise from intergenerational patterns of inequity and unequal power in relationships
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P03,"Examine how roles, decision-making, and levels of power, coercion and control within relationships can be influenced by gender stereotypes",,"Examining how gender roles and stereotypes can influence beliefs and decisions about self, friendships, sexual relationships, sexual behaviour, contraceptive use, substance use and future life plans"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P03,"Examine how roles, decision-making, and levels of power, coercion and control within relationships can be influenced by gender stereotypes",,Identifying those positive character attributes and strengths that are valued regardless of gender
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Identities and change,AC9HP8P03,"Examine how roles, decision-making, and levels of power, coercion and control within relationships can be influenced by gender stereotypes",,"Investigating strategies that have been successful in challenging harmful or limiting stereotypes, attitudes or practices"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P04,"Examine the roles of respect, empathy, power and coercion in developing respectful relationships",,"Analysing how behaviours, actions and responses to situations can change depending on whether they are by themselves, with friends or with family"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P04,"Examine the roles of respect, empathy, power and coercion in developing respectful relationships",,"Recognising the impact bullying and harassment can have on relationships, including online relationships"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P04,"Examine the roles of respect, empathy, power and coercion in developing respectful relationships",,Showing respect for cultural norms and sensitivities when building relationships with people from different cultural backgrounds
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P04,"Examine the roles of respect, empathy, power and coercion in developing respectful relationships",,"Proposing strategies for addressing racism towards First Nations Australians, including the role of bystanders in promoting respectful interactions and challenging disrespect and discrimination"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P04,"Examine the roles of respect, empathy, power and coercion in developing respectful relationships",,"Examining what constitutes disrespectful, harmful or violent behaviour within peer, family and intimate relationships"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P05,Investigate strategies that influence how communities value diversity and propose actions they can take to promote inclusion in their communities,,"Investigating how respecting diversity and challenging racism, sexism, ableism (disability discrimination) and homophobia influence individual and community health and wellbeing"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P05,Investigate strategies that influence how communities value diversity and propose actions they can take to promote inclusion in their communities,,"Examining values and beliefs about cultural and social issues such as gender, race, violence, sexuality and ability, and how resisting stereotypes can help students be themselves"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P05,Investigate strategies that influence how communities value diversity and propose actions they can take to promote inclusion in their communities,,"Developing strategies to challenge narrow views of gender, race, violence, sexuality, gender diversity and ability to contribute to inclusive communities"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P05,Investigate strategies that influence how communities value diversity and propose actions they can take to promote inclusion in their communities,,"Researching how norms, stereotypes and prejudice are challenged in local, national and global contexts"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P05,Investigate strategies that influence how communities value diversity and propose actions they can take to promote inclusion in their communities,,"Investigating events and strategies that value the contributions of First Nations Australians and strengthen relationships, such as Indigenous rounds in sporting codes and NAIDOC Week"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P05,Investigate strategies that influence how communities value diversity and propose actions they can take to promote inclusion in their communities,,"Identifying examples of beliefs and cultural practices within, between and across cultural groups, including cultural groups from the Asian region, and describing how they have changed or remained the same over time"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P06,Analyse factors that influence emotional responses and devise strategies to self-manage emotions,,"Investigating personal, social and cultural factors that influence the way individuals respond emotionally to different situations and determining the impact these responses could have on others"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P06,Analyse factors that influence emotional responses and devise strategies to self-manage emotions,,"Exploring different viewpoints, practising being empathetic and considering alternative ways to respond in a variety of situations, which take into account how they may affect others"
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P06,Analyse factors that influence emotional responses and devise strategies to self-manage emotions,,Recognising and interpreting emotional responses to stressful situations and proposing strategies for ensuring those responses don’t have a negative impact on others
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P07,"Explain and apply skills and strategies to communicate assertively and respectfully when seeking, giving or denying consent",,Exploring and refining skills and strategies needed to communicate assertively and respectfully in relationships.
Health and Physical Education,Health and Physical Education,Years 7–8,"Personal, social and community health",Interacting with others,AC9HP8P07,"Explain and apply skills and strategies to communicate assertively and respectfully when seeking, giving or denying consent",,"Understanding and applying online and social protocols to enhance relationships with others and protect their own wellbeing, including recognising and responding to online content that may be harmful for themselves or others (such as grooming or image-based abuse), respectfully communicating needs or concerns to others"
