SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Identities and change,AC9HP2P01,"Describe their personal qualities and those of others, and explain how they contribute to developing identities",,Describing the personal qualities of characters in stories and how they are similar to and different from their own
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Identities and change,AC9HP2P01,"Describe their personal qualities and those of others, and explain how they contribute to developing identities",,Describing how belonging to First Nations Australian cultural groups contributes to identities
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Identities and change,AC9HP2P01,"Describe their personal qualities and those of others, and explain how they contribute to developing identities",,"Exploring examples of cultural practices, including those of Australians of Asian heritage, that recognise the contributions of family and friends to identities"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Identities and change,AC9HP2P01,"Describe their personal qualities and those of others, and explain how they contribute to developing identities",,Explaining how personal and cultural identities are influenced by the groups and communities to which we belong
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Identities and change,AC9HP2P01,"Describe their personal qualities and those of others, and explain how they contribute to developing identities",,Participating in physical activities and describing how their own and others’ personal qualities contribute to successful outcomes
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Identities and change,AC9HP2P01,"Describe their personal qualities and those of others, and explain how they contribute to developing identities",,Describing personal achievements and sharing how they felt and how it influenced their personal identities
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P02,Identify and explore skills and strategies to develop respectful relationships,,Identifying characters in texts who demonstrate respect and cooperation to develop respectful relationships
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P02,Identify and explore skills and strategies to develop respectful relationships,,"Identifying characters in texts who demonstrate respect for different types of families and carers, including those of different cultures, abilities or compositions"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P02,Identify and explore skills and strategies to develop respectful relationships,,"Demonstrating appropriate language (including verbal, non-verbal, body language and gestures) when encouraging and including others in physical activities, when completing movement tasks or practising for performance"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P02,Identify and explore skills and strategies to develop respectful relationships,,Discussing strategies we can use to show respect to First Nations Australians and acknowledge difference using appropriate language
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P02,Identify and explore skills and strategies to develop respectful relationships,,"Describing behaviours that may cause hurt or harm to others, or cause them to feel disrespected, including verbal and physical forms of bullying"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P03,Identify how different situations influence emotional responses,,Recognising own emotions and demonstrating ways to manage how they express their emotions in different situations
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P03,Identify how different situations influence emotional responses,,Exploring self-regulation strategies to manage emotional responses
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P03,Identify how different situations influence emotional responses,,"Identifying situations that may trigger strong emotional responses in themselves and others, and recognising the impact the responses can have on others"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P03,Identify how different situations influence emotional responses,,"Identifying how someone might feel, think and act during an emergency through role-play and imaginative play"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P03,Identify how different situations influence emotional responses,,"Predicting how a person or character might be feeling based on the words they use, their facial expressions and body language"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P03,Identify how different situations influence emotional responses,,Recognising how self and others are feeling in a range of situations
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P04,"Practise strategies they can use when they need to seek, give or deny permission respectfully",,"Practising strategies they can use when they need to give or refuse consent; for example, saying yes and no in an assertive manner, using non-verbal body cues and gestures"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P04,"Practise strategies they can use when they need to seek, give or deny permission respectfully",,"Practising ways to interact with others in a fair and respectful way in play and other activities, regardless of differences in gender, abilities, race or personality"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Interacting with others,AC9HP2P04,"Practise strategies they can use when they need to seek, give or deny permission respectfully",,"Exploring situations where they need to seek, give or deny permission and practising strategies to assert themselves; for example, saying no to inappropriate touching"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P05,Identify and demonstrate protective behaviours and help-seeking strategies they can use to help them and others stay safe,,"Identifying the body’s reaction to a range of situations, including safe and unsafe situations, and comparing the different emotional responses"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P05,Identify and demonstrate protective behaviours and help-seeking strategies they can use to help them and others stay safe,,"Identifying and rehearsing strategies they can use when requiring assistance, such as asking an adult they trust, reading signs and symbols to identify safe places, and solving a problem with friends"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P05,Identify and demonstrate protective behaviours and help-seeking strategies they can use to help them and others stay safe,,Proposing strategies they can use at school and home that promote healthy use of digital tools
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P05,Identify and demonstrate protective behaviours and help-seeking strategies they can use to help them and others stay safe,,Recognising photos and locations of safe places and a network of people who can help
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P05,Identify and demonstrate protective behaviours and help-seeking strategies they can use to help them and others stay safe,,Discussing the importance of seeking help when problems are too big to solve by themselves
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P05,Identify and demonstrate protective behaviours and help-seeking strategies they can use to help them and others stay safe,,Exploring how characters in texts use protective behaviours and help-seeking strategies to keep themselves and others safe
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P06,Investigate a range of health messages and practices in their community and discuss their purposes,,Identifying poison labels and medicine packaging and understanding to ask an adult before taking medicines
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P06,Investigate a range of health messages and practices in their community and discuss their purposes,,Discussing how eating a variety of fresh foods can influence health and wellbeing by using The Australian Guide to Healthy Eating
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P06,Investigate a range of health messages and practices in their community and discuss their purposes,,"Investigating how foods are marketed and promoted to children through advertisements in online spaces, promotion in supermarkets, and labelling and packaging"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P06,Investigate a range of health messages and practices in their community and discuss their purposes,,"Exploring sustainable practices that students can implement in the classroom to improve the health and wellbeing of the class, such as composting food waste, creating an edible garden and reducing single-use plastics"
Health and Physical Education,Health and Physical Education,Years 1–2,"Personal, social and community health",Making healthy and safe choices,AC9HP2P06,Investigate a range of health messages and practices in their community and discuss their purposes,,Creating rules and applying them at school and home to implement healthy and manageable practices with their use of digital tools
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M01,Practise fundamental movement skills and apply them in a variety of movement situations,,Performing locomotor movements using different body parts to travel in different directions
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M01,Practise fundamental movement skills and apply them in a variety of movement situations,,Selecting and implementing different movement skills to be successful in a range of games
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M01,Practise fundamental movement skills and apply them in a variety of movement situations,,Performing fundamental movement skills involving controlling objects with equipment and different parts of the body
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M01,Practise fundamental movement skills and apply them in a variety of movement situations,,Practising gliding forward and backward in the water using arm and kicking movements
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M01,Practise fundamental movement skills and apply them in a variety of movement situations,,Demonstrating balances and describing what helps to maintain stable positions
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M02,"Investigate different ways of moving their body, and manipulating objects and space, and draw conclusions about their effectiveness",,"Demonstrating changes in speed, direction and level as they use locomotor and non-locomotor skills in sequences"
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M02,"Investigate different ways of moving their body, and manipulating objects and space, and draw conclusions about their effectiveness",,"Inventing new games, based on rules and equipment from familiar games, and drawing conclusions about whether the rules and choice of equipment provide for an interesting, challenging and enjoyable game"
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M02,"Investigate different ways of moving their body, and manipulating objects and space, and draw conclusions about their effectiveness",,"Using stimuli such as equipment, rhythm, music and words to create simple playground games and assessing which games they enjoy most"
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M02,"Investigate different ways of moving their body, and manipulating objects and space, and draw conclusions about their effectiveness",,Using different types of equipment to create an original game or solve a movement challenge and evaluating the game or solution against a set of criteria
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Moving our bodies,AC9HP2M02,"Investigate different ways of moving their body, and manipulating objects and space, and draw conclusions about their effectiveness",,Participating in activities that require students to move around different outdoor spaces and discussing which types of movement are most appropriate to move around safely and efficiently
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Making active choices,AC9HP2M03,"Participate in a range of physical activities in natural and outdoor settings, and investigate factors and settings that make physical activity enjoyable",,"Recognising the physical features in a range of different environments, including natural and outdoor settings, that make physical activity in these spaces enjoyable"
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Making active choices,AC9HP2M03,"Participate in a range of physical activities in natural and outdoor settings, and investigate factors and settings that make physical activity enjoyable",,"Participating in children's games from First Nations Australian cultures, such as Keentan played by the Kalkadoon People of the north-west central districts of Queensland, and discussing similarities with other games and activities they enjoy"
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Making active choices,AC9HP2M03,"Participate in a range of physical activities in natural and outdoor settings, and investigate factors and settings that make physical activity enjoyable",,Participating in a range of minor games and exploring which ones they enjoy and what makes them enjoyable
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Making active choices,AC9HP2M03,"Participate in a range of physical activities in natural and outdoor settings, and investigate factors and settings that make physical activity enjoyable",,Comparing the characteristics and benefits of physical activities that can take place in an outdoor setting to those that take place inside
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Learning through movement,AC9HP2M04,Co-construct and apply rules to promote fair play in a range of physical activities,,Discussing changes to rules that will make an activity fairer or more inclusive of all learners
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Learning through movement,AC9HP2M04,Co-construct and apply rules to promote fair play in a range of physical activities,,Explaining how rules contribute to fair play and applying them in group activities
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Learning through movement,AC9HP2M04,Co-construct and apply rules to promote fair play in a range of physical activities,,Demonstrating turn-taking and sharing equipment when participating in play and minor games
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Learning through movement,AC9HP2M05,Apply strategies to work collaboratively when participating in physical activities,,Working cooperatively with a partner when practising new skills
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Learning through movement,AC9HP2M05,Apply strategies to work collaboratively when participating in physical activities,,Describing and demonstrating how to include others in physical activities
Health and Physical Education,Health and Physical Education,Years 1–2,Movement and physical activity,Learning through movement,AC9HP2M05,Apply strategies to work collaboratively when participating in physical activities,,Proposing and trialling how a game can be changed so that everyone can be included
